amplitude,path,subset,true_class
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_45_NOISEnum_084_.mat,8,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_105_SIGnum_047_.mat,4,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_47_SIGnum_016_.mat,3,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_78_NOISEnum_046_.mat,1,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_76_SIGnum_096_.mat,1,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_98_SIGnum_049_.mat,8,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_102_NOISEnum_049_.mat,7,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_92_SIGnum_032_.mat,4,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_SIGnum_010_.mat,5,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_51_SIGnum_009_.mat,2,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_105_SIGnum_034_.mat,4,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_62_NOISEnum_083_.mat,8,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_72_SIGnum_078_.mat,6,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_NOISEnum_062_.mat,9,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_SIGnum_077_.mat,7,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_58_NOISEnum_099_.mat,8,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_36_NOISEnum_056_.mat,3,0
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_81_SIGnum_089_.mat,6,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_99_SIGnum_021_.mat,8,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_79_NOISEnum_071_.mat,6,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_96_NOISEnum_080_.mat,2,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_NOISEnum_098_.mat,4,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_46_NOISEnum_029_.mat,9,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_92_NOISEnum_020_.mat,9,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_SIGnum_022_.mat,5,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_67_NOISEnum_035_.mat,2,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_NOISEnum_089_.mat,9,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_103_SIGnum_003_.mat,1,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_76_SIGnum_041_.mat,2,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_103_SIGnum_010_.mat,9,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_29_NOISEnum_046_.mat,7,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_96_SIGnum_054_.mat,8,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_92_NOISEnum_081_.mat,1,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_NOISEnum_078_.mat,0,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_72_SIGnum_085_.mat,8,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_SIGnum_010_.mat,8,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_NOISEnum_098_.mat,0,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_97_SIGnum_087_.mat,3,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_56_SIGnum_022_.mat,2,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_NOISEnum_044_.mat,7,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_55_NOISEnum_096_.mat,8,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_SIGnum_085_.mat,0,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_24_NOISEnum_091_.mat,4,0
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_52_NOISEnum_026_.mat,9,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_47_NOISEnum_065_.mat,4,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_NOISEnum_056_.mat,9,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_62_NOISEnum_052_.mat,0,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_95_SIGnum_090_.mat,7,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_55_NOISEnum_003_.mat,8,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_71_NOISEnum_027_.mat,3,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_22_NOISEnum_088_.mat,1,0
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_50_SIGnum_026_.mat,4,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_98_NOISEnum_043_.mat,3,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_23_NOISEnum_091_.mat,6,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_SIGnum_054_.mat,3,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_87_SIGnum_053_.mat,0,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_50_SIGnum_004_.mat,9,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_48_NOISEnum_045_.mat,6,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_64_NOISEnum_026_.mat,1,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_86_SIGnum_025_.mat,2,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_48_SIGnum_089_.mat,1,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_44_NOISEnum_022_.mat,1,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_105_SIGnum_002_.mat,6,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_52_SIGnum_100_.mat,7,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_65_NOISEnum_057_.mat,8,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_34_SIGnum_020_.mat,6,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_84_NOISEnum_080_.mat,1,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_55_SIGnum_100_.mat,8,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_64_NOISEnum_014_.mat,4,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_77_SIGnum_007_.mat,0,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_74_SIGnum_097_.mat,8,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_NOISEnum_096_.mat,8,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_24_NOISEnum_046_.mat,1,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_NOISEnum_022_.mat,9,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_NOISEnum_076_.mat,5,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_86_NOISEnum_038_.mat,7,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_61_SIGnum_083_.mat,3,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_29_SIGnum_089_.mat,6,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_NOISEnum_060_.mat,3,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_45_NOISEnum_064_.mat,6,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_56_SIGnum_015_.mat,7,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_44_NOISEnum_042_.mat,6,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_46_SIGnum_071_.mat,2,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_SIGnum_085_.mat,9,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_37_SIGnum_040_.mat,9,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_NOISEnum_001_.mat,9,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_79_NOISEnum_098_.mat,6,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_SIGnum_076_.mat,1,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_24_SIGnum_011_.mat,7,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_74_NOISEnum_071_.mat,2,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_NOISEnum_059_.mat,6,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_92_SIGnum_088_.mat,4,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_51_SIGnum_010_.mat,2,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_SIGnum_063_.mat,0,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_28_SIGnum_032_.mat,5,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_NOISEnum_057_.mat,8,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_62_NOISEnum_008_.mat,0,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_SIGnum_020_.mat,4,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_24_NOISEnum_032_.mat,4,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_NOISEnum_084_.mat,1,0
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_81_SIGnum_021_.mat,7,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_67_NOISEnum_094_.mat,2,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_72_NOISEnum_066_.mat,3,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_NOISEnum_035_.mat,8,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_49_SIGnum_035_.mat,7,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_72_SIGnum_018_.mat,1,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_49_SIGnum_092_.mat,4,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_98_SIGnum_084_.mat,6,1
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_82_SIGnum_081_.mat,9,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_94_SIGnum_097_.mat,4,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_NOISEnum_065_.mat,1,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_NOISEnum_081_.mat,3,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_24_SIGnum_028_.mat,3,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_77_NOISEnum_087_.mat,5,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_84_SIGnum_082_.mat,4,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_SIGnum_044_.mat,3,1
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_80_NOISEnum_011_.mat,0,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_NOISEnum_052_.mat,5,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_SIGnum_001_.mat,9,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_71_SIGnum_089_.mat,3,1
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_80_SIGnum_023_.mat,8,1
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_82_SIGnum_032_.mat,6,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_72_SIGnum_040_.mat,1,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_22_SIGnum_051_.mat,4,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_SIGnum_061_.mat,4,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_38_SIGnum_012_.mat,5,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_62_SIGnum_088_.mat,8,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_96_NOISEnum_092_.mat,0,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_79_NOISEnum_015_.mat,7,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_64_NOISEnum_041_.mat,9,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_79_SIGnum_012_.mat,3,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_76_NOISEnum_093_.mat,7,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_105_NOISEnum_054_.mat,8,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_67_SIGnum_092_.mat,6,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_28_SIGnum_083_.mat,7,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_SIGnum_035_.mat,1,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_68_NOISEnum_016_.mat,7,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_SIGnum_090_.mat,3,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_98_SIGnum_085_.mat,7,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_55_SIGnum_061_.mat,3,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_56_SIGnum_024_.mat,1,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_74_NOISEnum_041_.mat,2,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_92_NOISEnum_035_.mat,1,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_54_NOISEnum_097_.mat,0,0
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_82_NOISEnum_064_.mat,2,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_27_SIGnum_063_.mat,1,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_22_SIGnum_086_.mat,5,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_24_NOISEnum_064_.mat,8,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_NOISEnum_057_.mat,0,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_34_NOISEnum_040_.mat,8,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_NOISEnum_056_.mat,6,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_34_NOISEnum_030_.mat,1,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_29_SIGnum_058_.mat,0,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_85_NOISEnum_010_.mat,5,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_58_NOISEnum_007_.mat,8,0
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_80_NOISEnum_062_.mat,8,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_NOISEnum_018_.mat,2,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_61_SIGnum_031_.mat,7,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_64_NOISEnum_005_.mat,0,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_36_NOISEnum_036_.mat,4,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_35_NOISEnum_080_.mat,5,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_95_SIGnum_075_.mat,2,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_44_NOISEnum_001_.mat,9,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_24_NOISEnum_038_.mat,9,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_NOISEnum_076_.mat,9,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_99_NOISEnum_043_.mat,0,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_96_NOISEnum_040_.mat,0,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_95_SIGnum_056_.mat,8,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_96_SIGnum_036_.mat,5,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_SIGnum_053_.mat,6,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_36_NOISEnum_030_.mat,2,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_SIGnum_050_.mat,7,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_95_NOISEnum_078_.mat,9,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_102_NOISEnum_067_.mat,2,0
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_81_NOISEnum_052_.mat,0,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_94_NOISEnum_040_.mat,5,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_78_SIGnum_046_.mat,0,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_87_NOISEnum_009_.mat,3,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_105_SIGnum_098_.mat,2,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_54_NOISEnum_029_.mat,8,0
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_50_SIGnum_060_.mat,9,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_47_NOISEnum_003_.mat,9,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_26_SIGnum_012_.mat,7,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_NOISEnum_013_.mat,1,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_38_NOISEnum_023_.mat,5,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_SIGnum_013_.mat,4,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_85_NOISEnum_008_.mat,0,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_NOISEnum_009_.mat,1,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_86_SIGnum_031_.mat,4,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_74_NOISEnum_017_.mat,7,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_NOISEnum_071_.mat,2,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_68_SIGnum_064_.mat,6,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_68_SIGnum_086_.mat,0,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_38_NOISEnum_012_.mat,2,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_SIGnum_014_.mat,2,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_99_SIGnum_075_.mat,4,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_29_SIGnum_073_.mat,8,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_SIGnum_064_.mat,7,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_50_NOISEnum_078_.mat,5,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_NOISEnum_019_.mat,9,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_58_SIGnum_063_.mat,2,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_28_SIGnum_020_.mat,5,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_94_NOISEnum_026_.mat,9,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_99_SIGnum_027_.mat,6,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_29_NOISEnum_075_.mat,0,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_SIGnum_082_.mat,2,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_97_SIGnum_052_.mat,4,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_38_SIGnum_090_.mat,3,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_56_SIGnum_019_.mat,8,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_48_SIGnum_044_.mat,0,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_NOISEnum_069_.mat,9,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_62_SIGnum_006_.mat,7,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_NOISEnum_075_.mat,5,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_45_SIGnum_058_.mat,6,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_39_SIGnum_046_.mat,9,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_87_NOISEnum_001_.mat,0,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_92_NOISEnum_083_.mat,9,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_102_SIGnum_002_.mat,4,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_20_SIGnum_066_.mat,4,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_87_SIGnum_089_.mat,7,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_90_SIGnum_020_.mat,2,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_54_SIGnum_049_.mat,7,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_94_NOISEnum_094_.mat,3,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_92_NOISEnum_078_.mat,1,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_SIGnum_092_.mat,9,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_77_NOISEnum_061_.mat,9,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_NOISEnum_007_.mat,0,0
